"","Opération","Division","Description","Designation","TypeUnité","TypeProduit","NombreUnité","StatutADV","Superficie","PrixUnitaire","PrixTotal","NuméroClient","Client","Dossier","TypeDocument","DésignationTypeDeDocument","Création","Vers1","Vers2","Vers3","TotalVersement","VersRegularis","TropPerçuRéglé","TropPerçuNonRéglé","ResteàPayer","TotalAvances"
"5070","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,95.7,1400,133980,"11019956","Hardy Newens","21660395","ZVL ","Vente libre         ",2019-07-18,40194,0,0,40194,0,0,0,93786,40194
"6683","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11059369","Sholom Cadman","21638763","ZVL ","Vente libre         ",2018-12-10,36000,36000,48000,120000,0,0,0,0,120000
"6275","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1300,130000,"11053259","Vachel Budnk","21634414","ZVL ","Vente libre         ",2018-09-28,39000,39000,0,78000,0,0,0,52000,78000
"4713","180420.01",1804,"Jerada-Figuig                 ","ZAE guenfouda tr1                       ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,117,720.76,84329,"11075638","Lyell Harrowell","21725305","ZVL ","Vente libre         ",2019-11-21,84329,0,0,84329,0,0,0,0,84329
"1593","180311.01",1805,"Taourirt                      ","2981-SBILA DEBDOU                       ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,3,133,329.92,43879.69,"10612957","Ludvig Boyford","21215433","ZVL ","Vente libre         ",2007-12-18,10000,0,0,10000,0,0,0,33879.69,10000
"2375","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+6 RDC COMMERCIAL   ",1,2,440,1750,770000,"10598176","Claudie Hirtz","21726660","ZVL ","Vente libre         ",2019-12-19,192500,0,0,192500,0,0,0,577500,192500
"515","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,116,1825,211700,"10595202","Zollie Fullilove","21618073","ZVL ","Vente libre         ",2017-12-07,57870,57870,57870,173610,0,0,0,38090,173610
"1616","180315.04",1803,"Nador - Driouch               ","AL IRFANE V.ECO TR2-B                   ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT  STANDING VILLA SEMI ",1,3,462,1936.15,894500,"10589055","Tiebold Beavers","21242672","ZVL ","Vente libre         ",2012-11-19,3e+05,0,0,3e+05,0,0,0,594500,3e+05
"1023","180254.01",1804,"Jerada-Figuig                 ","7021-ZA ECONOMIQUE AIN BENI MATHAR      ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,283,500,141500,"11075638","Avivah Abrehart","23193540","ZAF ","Vente Affectation   ",2020-05-07,70750,0,0,70750,0,0,0,70750,70750
"2582","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,840,58800,"10615094","Nickolai Harnor","21212752","ZVL ","Vente libre         ",2013-09-20,15400,15400,0,30800,0,0,0,28000,30800
"4963","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,95.95,1400,134330,"11015388","Elyse Vittori","21731427","ZVL ","Vente libre         ",2020-03-11,80598,0,0,80598,0,0,0,53732,80598
"595","180162.01",1804,"Jerada-Figuig                 ","98151-MASSIRA ANOUAL                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,150,60,9000,"10626627","Milty Von Gladbach","21219456","ZVL ","Vente libre         ",2000-01-01,4500,0,0,4500,0,0,0,4500,4500
"255","180084.01",1803,"Nador - Driouch               ","23151-ACHOUROUK FVIT a Al Aruit         ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,50,3314.32,165716.05,"11124222","Herb Heaviside","21746775","ZVL ","Vente libre         ",2021-04-05,0,0,0,0,0,0,0,165716.05,0
"1666","180338.01",1803,"Nador - Driouch               ","12111-ZUN 4-5 SELOUANE                  ","LOT EQUIPEMENT PUBLIC    ","LOTS POUR EQUIP A USAGE D'ADMINISTRATION",1,2,728,400,291200,"10641057","Sabina Simonnin","26000125","ZEQ ","Vente Equip public  ",2016-11-17,0,0,0,0,0,0,0,291200,0
"4161","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,161,1929,310569,"10629354","Jason Popping","21231546","ZVL ","Vente libre         ",2015-01-06,1e+05,1e+05,0,2e+05,0,0,0,110569,2e+05
"5549","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,192.2,2600,499720,"10584421","Bellina Cotsford","21610453","ZVL ","Vente libre         ",2017-08-02,149916,50000,1e+05,299916,0,0,0,199804,299916
"2377","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+6 RDC COMMERCIAL   ",1,3,380,2578.95,980000,"10622671","Gabriell Gerg","21213200","ZVL ","Vente libre         ",2015-07-24,245000,245000,0,490000,0,0,0,490000,490000
"4255","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,163,1663.2,271101.6,"10595658","Darrick Swindin","21226674","ZVL ","Vente libre         ",2013-09-17,75306,75306,120489.6,271101.6,0,0,0,0,271101.6
"3380","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,3,256,1957.5,501120,"10596849","Renaud Shucksmith","21219957","ZVL ","Vente libre         ",2014-09-17,125280,125280,225280,475840,0,0,0,25280,475840
"2238","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3                  ",1,2,186,1850,344100,"11101739","Reinwald McLukie","21733774","ZVL ","Vente libre         ",2020-07-02,172050,86025,0,258075,0,0,0,86025,258075
"969","180254.01",1804,"Jerada-Figuig                 ","7021-ZA ECONOMIQUE AIN BENI MATHAR      ","LOT ACTIVITÉ COMMERCIALE ","LOTS  ACTIVITE COMM A USAGE COMMERCIAL  ",1,2,143,500,71500,"11075638","Olympe Orum","23193486","ZAF ","Vente Affectation   ",2020-05-07,35750,35750,0,71500,0,0,0,0,71500
"5200","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,132,2300,303600,"10980237","Nelia Ingle","21610444","ZVL ","Vente libre         ",2017-08-01,91080,60000,0,151080,0,0,0,152520,151080
"3047","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,130,1155,150150,"10629790","Clark Nizet","21230429","ZVL ","Vente libre         ",2015-07-13,38000,38000,0,76000,0,0,0,74150,76000
"2018","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,125,1155,144375,"10626442","Joly Wynrehame","21231507","ZVL ","Vente libre         ",2014-10-20,36093.75,36093.75,72187.5,144375,0,0,0,0,144375
"1382","180304.01",1804,"Jerada-Figuig                 ","10521-AMAL TR1 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,120,510,61200,"11088052","Herman Gourlie","21664147","ZVL ","Vente libre         ",2019-10-28,30000,0,0,30000,0,0,0,31200,30000
"5422","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,162.75,2350,382462.5,"11096336","Madelyn Lepere","21729681","ZVL ","Vente libre         ",2020-01-29,1e+05,170000,0,270000,0,0,0,112462.5,270000
"6289","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11053318","Petey Lighton","21634468","ZVL ","Vente libre         ",2018-09-28,36000,36000,0,72000,0,0,0,48000,72000
"2815","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,110,1210,133100,"10630062","Annora Halliwell","21218863","ZVL ","Vente libre         ",2015-01-26,33275,0,0,33275,0,0,0,99825,33275
"3929","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,127,1837.5,233362.5,"10609350","Linnet Stockow","21227311","ZVL ","Vente libre         ",2012-06-13,70560,47040,0,117600,0,0,0,115762.5,117600
"5450","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,161.4,2350,379290,"11089913","Bliss Roycroft","21725413","ZVL ","Vente libre         ",2019-11-22,130000,0,0,130000,0,0,0,249290,130000
"2506","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,69,840,57960,"10613171","Muffin Stanyan","21232622","ZVL ","Vente libre         ",2013-09-17,15400,15400,15400,46200,0,0,0,11760,46200
"6081","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,100,1700,170000,"11053570","Kerrill Byfford","21634672","ZVL ","Vente libre         ",2018-10-01,51000,51000,68000,170000,0,0,0,0,170000
"5945","180454.01",1804,"Jerada-Figuig                 ","Operation de ZAE TOUISSIT               ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,1189,390.92,464800,"11075638","Joshia Labbati","23193459","ZAF ","Vente Affectation   ",2020-05-06,80000,384800,0,464800,0,0,0,0,464800
"3178","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,141,1375,193875,"10612191","Katherina Matschek","21212025","ZVL ","Vente libre         ",2013-11-15,94875,0,0,94875,0,0,0,99000,94875
"7006","180630.02",1804,"Jerada-Figuig                 ","lotissement SITIR GUENFOUDA             ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,830,83000,"11125325","Jo Coatman","21747279","ZVL ","Vente libre         ",2021-04-19,24900,0,0,24900,0,0,0,58100,24900
"2299","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,240,1375,330000,"10656463","Sigismondo Saylor","21660771","ZVL ","Vente libre         ",2019-07-29,82500,0,0,82500,0,0,0,247500,82500
"4072","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,152,2100,319200,"10605443","Maurice Beacom","21229177","ZVL ","Vente libre         ",2013-02-14,80000,80000,80000,240000,0,0,0,79200,240000
"4408","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,150,2079,311850,"10625816","Shae Origan","21221174","ZVL ","Vente libre         ",2014-12-25,70000,40000,201850,311850,0,0,0,0,311850
"3447","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,3,256,1957.5,501120,"10622600","Israel Lidyard","21212582","ZVL ","Vente libre         ",2015-04-07,125280,0,0,125280,0,0,0,375840,125280
"1159","180290.01",1802,"Berkane                       ","8191-ANAS FVIT TR3                      ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,55,3705.45,203800,"11124691","Markus Ostridge","21747041","ZVL ","Vente libre         ",2021-04-12,30000,0,0,30000,0,0,0,173800,30000
"3398","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,270,1417.5,382725,"10684078","Johannes Dalzell","21656373","ZVL ","Vente libre         ",2019-04-12,95681.25,0,0,95681.25,0,0,0,287043.75,95681.25
"3922","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,126,1837.5,231525,"10597472","Erminie McCulley","21245536","ZVL ","Vente libre         ",2012-06-21,56700,0,0,56700,0,0,0,174825,56700
"6819","180621.02",1802,"Berkane                       ","RESIDENCE FERMEE R+1 GREEN HOUSE SAIDIA ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,85,7588.24,645000,"10620440","Devy Canizares","21661455","ZVL ","Vente libre         ",2019-08-19,161125,161375,0,322500,0,0,0,322500,322500
"1146","180285.01",1804,"Jerada-Figuig                 ","99491-WAHA TR2 A FIGUIG                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,150,1050,157500,"10606440","Bobbe Leiden","21213361","ZVL ","Vente libre         ",2014-11-03,63000,63000,0,126000,0,0,0,31500,126000
"1766","180387.01",1805,"Taourirt                      ","99201-ANNASR A TAOURIRT                 ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,82,439.02,36000,"10614766","Venus Arnett","21229510","ZVL ","Vente libre         ",1995-05-03,0,0,0,0,0,0,0,36000,0
"5066","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,95.7,1400,133980,"11079409","Camala Darth","21659992","ZVL ","Vente libre         ",2019-07-14,40000,40000,0,80000,0,0,0,53980,80000
"4434","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,159,2520,400680,"10601304","Anthia Faveryear","21214090","ZVL ","Vente libre         ",2013-12-10,100170,107000,0,207170,0,0,0,193510,207170
"6552","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11055952","Amble Seville","21636259","ZVL ","Vente libre         ",2018-10-23,36000,36000,0,72000,0,0,0,48000,72000
"4725","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT ACTIVITÉ COMMERCIALE ","LOTS POUR ACTIVITE COMMERCIALE          ",1,2,577,1305,752985,"11093577","Clare Jessop","22000969","ZOP ","Vente offre prix    ",2020-05-26,376492.5,0,0,376492.5,0,0,0,376492.5,376492.5
"3950","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,124,2100,260400,"10582583","Kimmi Shilstone","21230356","ZVL ","Vente libre         ",2014-11-14,60000,0,0,60000,0,0,0,200400,60000
"2541","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,880,61600,"11087762","Malia Bowater","21663985","ZVL ","Vente libre         ",2019-10-24,30800,0,0,30800,0,0,0,30800,30800
"3985","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,131,1837.5,240712.5,"10601119","Ivar De Bruijne","21218979","ZVL ","Vente libre         ",2012-06-14,73000,0,0,73000,0,0,0,167712.5,73000
"771","180184.01",1802,"Berkane                       ","1041-ANASS FVIT TR1  (BORJ)             ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,3,50,3332.7,166635,"10602805","Bronny Saltmarsh","21216661","ZVL ","Vente libre         ",2011-12-21,10000,0,0,10000,0,0,0,156635,10000
"5075","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,95.7,1400,133980,"11079745","Redford Gedling","21660431","ZVL ","Vente libre         ",2019-07-19,40194,40194,0,80388,0,0,0,53592,80388
"891","180228.01",1804,"Jerada-Figuig                 ","15191-ASSAKA  BOUARFA                   ","PRODUITS TIERS           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,132,892.73,117840,"10626464","Melva Itzkovich","21231776","ZVL ","Vente libre         ",2015-05-27,1e+05,12000,0,112000,0,0,0,5840,112000
"5663","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,161.4,2350,379290,"11108287","Lucky Bellow","21737136","ZVL ","Vente libre         ",2020-09-10,190000,0,0,190000,0,0,0,189290,190000
"4677","180420.01",1804,"Jerada-Figuig                 ","ZAE guenfouda tr1                       ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,500,720.76,360380,"11075638","Ernaline Starzaker","21725257","ZVL ","Vente libre         ",2019-11-21,360380,0,0,360380,0,0,0,0,360380
"152","180018.01",1804,"Jerada-Figuig                 ","99501-RYAD BOUARFA                      ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA BANDE          ",1,2,200,750,150000,"10663325","Carrissa Pattie","21489487","ZVL ","Vente libre         ",2017-02-09,50000,0,0,50000,0,0,0,1e+05,50000
"5016","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,95.95,1400,134330,"11079678","Dian Frye","21748167","ZVL ","Vente libre         ",2019-07-17,40395.6,40202.4,0,80598,0,0,0,53732,0
"983","180254.01",1804,"Jerada-Figuig                 ","7021-ZA ECONOMIQUE AIN BENI MATHAR      ","LOT ACTIVITÉ COMMERCIALE ","LOTS  ACTIVITE COMM A USAGE COMMERCIAL  ",1,2,143,500,71500,"11075638","Robena Roche","23193500","ZAF ","Vente Affectation   ",2020-05-07,35750,35750,0,71500,0,0,0,0,71500
"324","180140.01",1805,"Taourirt                      ","2951-HOURIA                             ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,119,150,17850,"10588226","Wat Burnsell","21216131","ZVL ","Vente libre         ",2007-01-01,0,0,0,0,0,0,0,17850,0
"1744","180360.01",1802,"Berkane                       ","98111-FARAH SAIDIA                      ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,3,158,400,63200,"10575175","Sidnee Glassard","21218218","ZVL ","Vente libre         ",2000-01-01,61200,0,0,61200,0,0,0,2000,61200
